,alert,cdi,code,detail,dmin,felt,gap,geometry,id,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
10,,0.0,72940821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72940821&format=geojson,0.03866,0,85.0,POINT Z (-120.6791687 36.0963326 -0.6),nc72940821,",nc72940821,",2.12,md,0.0,nc,24,"22km ENE of San Ardo, CA",0.15,69,",nc,",automatic,1513417929460,"M 2.1 - 22km ENE of San Ardo, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513429744104,https://earthquake.usgs.gov/earthquakes/eventpage/nc72940821
11,,0.0,17602764,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17602764&format=geojson,0.0,0,0.0,POINT Z (-151.7809 59.9441 46.7),ak17602764,",ak17602764,",2.3,ml,0.0,ak,0,"18km N of Anchor Point, Alaska",0.56,81,",ak,",automatic,1513413169757,"M 2.3 - 18km N of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-540,1513413544291,https://earthquake.usgs.gov/earthquakes/eventpage/ak17602764
12,,0.0,2017350003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017350003&format=geojson,0.2506,0,174.0,POINT Z (-68.2945 18.749 43),pr2017350003,",pr2017350003,",2.92,md,0.0,pr,7,"21km NNE of Punta Cana, Dominican Republic",0.58,131,",pr,",reviewed,1513411505310,"M 2.9 - 21km NNE of Punta Cana, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-240,1513430883175,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017350003
13,,0.0,2000c574,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c574&format=geojson,3.374,0,116.0,POINT Z (154.6975 -6.4463 46.79),us2000c574,",us2000c574,",4.3,mb,0.0,us,0,"88km W of Panguna, Papua New Guinea",0.95,284,",us,",reviewed,1513410793040,"M 4.3 - 88km W of Panguna, Papua New Guinea",0,earthquake,",geoserve,origin,phase-data,",600,1513412805040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c574
14,,0.0,2000c56s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c56s&format=geojson,1.171,0,187.0,POINT Z (-87.2467 11.4517 30.59),us2000c56s,",us2000c56s,",4.4,mb,0.0,us,0,"88km WSW of Masachapa, Nicaragua",0.85,298,",us,",reviewed,1513406315660,"M 4.4 - 88km WSW of Masachapa, Nicaragua",0,earthquake,",geoserve,origin,phase-data,",-360,1513407544040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c56s
15,,0.0,2000c56k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c56k&format=geojson,2.546,0,184.0,POINT Z (-94.64619999999999 15.4693 41.93),us2000c56k,",us2000c56k,",4.3,mb,0.0,us,0,"84km S of San Francisco del Mar, Mexico",0.96,284,",us,",reviewed,1513406276360,"M 4.3 - 84km S of San Francisco del Mar, Mexico",0,earthquake,",geoserve,origin,phase-data,",-360,1513406997040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c56k
16,,0.0,2000c56g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c56g&format=geojson,7.488,0,128.0,POINT Z (-178.6123 -17.5028 529.9299999999999),us2000c56g,",us2000c56g,",4.4,mb,0.0,us,0,"244km ESE of Lambasa, Fiji",0.63,298,",us,",reviewed,1513404824940,"M 4.4 - 244km ESE of Lambasa, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720,1513406123040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c56g
17,,0.0,2000c56e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c56e&format=geojson,0.144,0,120.0,POINT Z (-98.3647 36.7291 5),us2000c56e,",us2000c56e,",2.4,mb_lg,0.0,us,0,"2km SSW of Cherokee, Oklahoma",0.22,89,",us,",reviewed,1513404575680,"M 2.4 - 2km SSW of Cherokee, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1513412446040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c56e
18,,0.0,72940761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72940761&format=geojson,0.01476,0,111.0,POINT Z (-122.722168 38.7589989 1.84),nc72940761,",nc72940761,",2.18,md,0.0,nc,18,"3km SW of Anderson Springs, CA",0.07,73,",nc,",automatic,1513404435720,"M 2.2 - 3km SW of Anderson Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513418043712,https://earthquake.usgs.gov/earthquakes/eventpage/nc72940761
19,,0.0,2000c56c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c56c&format=geojson,0.056,0,86.0,POINT Z (-97.80970000000001 37.2073 3.43),us2000c56c,",us2000c56c,",2.4,mb_lg,0.0,us,0,"20km ENE of Anthony, Kansas",0.17,89,",us,",reviewed,1513403783430,"M 2.4 - 20km ENE of Anthony, Kansas",0,earthquake,",geoserve,origin,phase-data,",-360,1513412111040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c56c
20,,0.0,17602399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17602399&format=geojson,0.0,0,0.0,POINT Z (-152.9901 59.9082 96.90000000000001),ak17602399,",ak17602399,us2000c569,",3.1,ml,0.0,ak,0,"65km SSW of Redoubt Volcano, Alaska",0.63,148,",ak,us,",automatic,1513402359499,"M 3.1 - 65km SSW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1513411397040,https://earthquake.usgs.gov/earthquakes/eventpage/ak17602399
21,,0.0,2000c565,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c565&format=geojson,22.42,0,132.0,POINT Z (-150.6643 -59.6554 10),us2000c565,",us2000c565,",5.0,mb,0.0,us,0,Pacific-Antarctic Ridge,0.62,385,",us,",reviewed,1513400758500,M 5.0 - Pacific-Antarctic Ridge,0,earthquake,",geoserve,origin,phase-data,",-600,1513401755040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c565
22,,3.1,72940716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72940716&format=geojson,0.1198,8,47.0,POINT Z (-120.6681671 39.8128319 -0.07000000000000001),nc72940716,",nc72940716,",2.74,md,0.0,nc,21,"3km NNW of Plumas Eureka, CA",0.08,118,",nc,",automatic,1513396518990,"M 2.7 - 3km NNW of Plumas Eureka, CA",0,earthquake,",dyfi,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513413904584,https://earthquake.usgs.gov/earthquakes/eventpage/nc72940716
23,,0.0,62008636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv62008636&format=geojson,0.0,0,244.0,POINT Z (-155.1378326 19.0594997 34.99),hv62008636,",hv62008636,",2.04,md,0.0,hv,44,"39km ESE of Pahala, Hawaii",0.12,64,",hv,",automatic,1513392750740,"M 2.0 - 39km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1513392941970,https://earthquake.usgs.gov/earthquakes/eventpage/hv62008636
24,,0.0,2017350001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017350001&format=geojson,0.1133,0,304.0,POINT Z (-66.0645 18.1835 20),pr2017350001,",pr2017350001,",2.5,md,0.0,pr,3,"5km SSW of Caguas, Puerto Rico",0.05,96,",pr,",reviewed,1513390856290,"M 2.5 - 5km SSW of Caguas, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1513406758174,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017350001
25,,0.0,2000c55u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c55u&format=geojson,5.461,0,92.0,POINT Z (57.3209 30.8296 10),us2000c55u,",us2000c55u,",4.4,mb,0.0,us,0,"64km NNE of Kerman, Iran",0.66,298,",us,",reviewed,1513390831830,"M 4.4 - 64km NNE of Kerman, Iran",0,earthquake,",geoserve,origin,phase-data,",210,1513391786040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c55u
26,,0.0,72940681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72940681&format=geojson,0.03934,0,116.0,POINT Z (-122.4241638 38.3740005 8.380000000000001),nc72940681,",nc72940681,",2.07,md,0.0,nc,19,"6km WSW of Yountville, CA",0.1,66,",nc,",automatic,1513390669010,"M 2.1 - 6km WSW of Yountville, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513395904988,https://earthquake.usgs.gov/earthquakes/eventpage/nc72940681
27,,0.0,2000c55r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c55r&format=geojson,6.369,0,182.0,POINT Z (151.6929 45.4878 13.5),us2000c55r,",us2000c55r,",4.7,mb,0.0,us,0,"299km E of Kuril'sk, Russia",0.68,340,",us,",reviewed,1513388506840,"M 4.7 - 299km E of Kuril'sk, Russia",0,earthquake,",geoserve,origin,phase-data,",600,1513391401040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c55r
28,,0.0,61360271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61360271&format=geojson,0.6914,0,300.0,POINT Z (-124.765 43.909 3.48),uw61360271,",uw61360271,",2.25,ml,0.0,uw,10,"52km W of Dunes City, Oregon",0.33,78,",uw,",reviewed,1513387698180,"M 2.3 - 52km W of Dunes City, Oregon",0,earthquake,",geoserve,origin,phase-data,",-480,1513398282380,https://earthquake.usgs.gov/earthquakes/eventpage/uw61360271
29,,0.0,17601732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17601732&format=geojson,0.0,0,0.0,POINT Z (-146.7934 61.2897 0),ak17601732,",ak17601732,",2.4,ml,0.0,ak,0,"29km NW of Valdez, Alaska",0.69,89,",ak,",automatic,1513386558113,"M 2.4 - 29km NW of Valdez, Alaska",0,earthquake,",geoserve,origin,",-540,1513386845576,https://earthquake.usgs.gov/earthquakes/eventpage/ak17601732
30,,0.0,62008521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv62008521&format=geojson,0.1123,0,237.0,POINT Z (-155.1251678 19.2194996 46.91),hv62008521,",hv62008521,",2.16,md,0.0,hv,27,"26km SSE of Volcano, Hawaii",0.18,72,",hv,",automatic,1513386036890,"M 2.2 - 26km SSE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1513386228170,https://earthquake.usgs.gov/earthquakes/eventpage/hv62008521
31,,0.0,2000c556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c556&format=geojson,5.847,0,133.0,POINT Z (151.1259 46.0459 35),us2000c556,",us2000c556,",4.9,mb,0.0,us,0,"268km ENE of Kuril'sk, Russia",1.22,369,",us,",reviewed,1513385807010,"M 4.9 - 268km ENE of Kuril'sk, Russia",0,earthquake,",geoserve,origin,phase-data,",600,1513388234040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c556
32,,0.0,17601717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17601717&format=geojson,0.0,0,0.0,POINT Z (-141.2166 64.74460000000001 7.2),ak17601717,",ak17601717,",2.2,ml,0.0,ak,0,"6km SW of Eagle Village, Alaska",0.8,74,",ak,",automatic,1513385128431,"M 2.2 - 6km SW of Eagle Village, Alaska",0,earthquake,",geoserve,origin,",-540,1513385921712,https://earthquake.usgs.gov/earthquakes/eventpage/ak17601717
33,,0.0,2017350000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017350000&format=geojson,0.2805,0,312.0,POINT Z (-67.3633 18.1345 19),pr2017350000,",pr2017350000,",2.59,md,0.0,pr,3,"19km WNW of Puerto Real, Puerto Rico",0.33,103,",pr,",reviewed,1513383966220,"M 2.6 - 19km WNW of Puerto Real, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1513406722591,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017350000
34,,3.4,2000c551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c551&format=geojson,2.784,15,27.0,POINT Z (106.7931 -7.9176 10),us2000c551,",us2000c551,",5.4,mww,0.0,us,0,"54km S of Tegalbuleud, Indonesia",1.1,454,",us,",reviewed,1513383746240,"M 5.4 - 54km S of Tegalbuleud, Indonesia",1,earthquake,",dyfi,geoserve,origin,phase-data,",420,1513429749879,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c551
35,,0.0,17601602,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17601602&format=geojson,0.0,0,0.0,POINT Z (-142.6478 60.5834 9.1),ak17601602,",ak17601602,",2.2,ml,0.0,ak,0,"58km NNW of Cape Yakataga, Alaska",0.78,74,",ak,",automatic,1513383621582,"M 2.2 - 58km NNW of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,",-540,1513384155002,https://earthquake.usgs.gov/earthquakes/eventpage/ak17601602
36,,2.2,2000c54x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c54x&format=geojson,0.144,1,34.0,POINT Z (-97.56180000000001 36.2281 4.53),us2000c54x,",us2000c54x,",2.8,mb_lg,0.0,us,0,"25km WSW of Perry, Oklahoma",0.5,121,",us,",reviewed,1513382741220,"M 2.8 - 25km WSW of Perry, Oklahoma",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1513384305252,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c54x
37,,0.0,17601552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17601552&format=geojson,0.0,0,0.0,POINT Z (-153.8976 59.6555 127.7),ak17601552,",ak17601552,us2000c54p,",3.4,ml,0.0,ak,0,"57km E of Old Iliamna, Alaska",0.74,178,",ak,us,",automatic,1513381640955,"M 3.4 - 57km E of Old Iliamna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1513382469977,https://earthquake.usgs.gov/earthquakes/eventpage/ak17601552
38,,0.0,2017349004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017349004&format=geojson,1.6714,0,347.0,POINT Z (-65.15349999999999 18.8283 55),pr2017349004,",pr2017349004,",3.35,md,0.0,pr,4,"58km NNW of Charlotte Amalie, U.S. Virgin Islands",0.18,173,",pr,",reviewed,1513379764540,"M 3.4 - 58km NNW of Charlotte Amalie, U.S. Virgin Islands",0,earthquake,",geoserve,origin,phase-data,",-240,1513406610534,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017349004
39,,3.7,2000c547,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c547&format=geojson,3.509,7,283.0,POINT Z (-101.0466 16.2881 16.98),us2000c547,",us2000c547,",4.4,mb,0.0,us,0,"112km SSW of San Jeronimo de Juarez, Mexico",0.83,300,",us,",reviewed,1513379608760,"M 4.4 - 112km SSW of San Jeronimo de Juarez, Mexico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-420,1513426694002,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c547
40,,0.0,62008431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv62008431&format=geojson,0.5317,0,221.0,POINT Z (-155.5706667 20.6228333 31.158),hv62008431,",hv62008431,us2000c53y,",2.3,md,0.0,hv,13,"26km N of Honoka'a, Hawaii",0.18,81,",hv,us,",reviewed,1513379289200,"M 2.3 - 26km N of Honoka'a, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1513384620240,https://earthquake.usgs.gov/earthquakes/eventpage/hv62008431
41,,0.0,17601316,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17601316&format=geojson,0.0,0,0.0,POINT Z (-151.5236 58.3997 15),ak17601316,",ak17601316,us2000c53m,",3.3,ml,0.0,ak,0,"85km NE of Kodiak, Alaska",0.59,168,",ak,us,",automatic,1513376998161,"M 3.3 - 85km NE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1513377837587,https://earthquake.usgs.gov/earthquakes/eventpage/ak17601316
42,,3.1,2000c54f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c54f&format=geojson,0.268,2,49.0,POINT Z (-116.9494 44.9417 3.57),us2000c54f,",mb80274289,us2000c54f,",2.5,ml,0.0,us,0,"46km WNW of Council, Idaho",1.13,97,",mb,us,",reviewed,1513376147750,"M 2.5 - 46km WNW of Council, Idaho",0,earthquake,",dyfi,geoserve,origin,phase-data,",-480,1513398612356,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c54f
43,,0.0,2000c537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c537&format=geojson,5.941,0,59.0,POINT Z (-26.7386 -56.3586 51.06),us2000c537,",us2000c537,",5.1,mb,0.0,us,0,"47km NE of Visokoi Island, South Georgia and the South Sandwich Islands",0.98,400,",us,",reviewed,1513374799860,"M 5.1 - 47km NE of Visokoi Island, South Georgia and the South Sandwich Islands",0,earthquake,",geoserve,origin,phase-data,",-120,1513376093040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c537
44,,0.0,2017349002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2017349002&format=geojson,1.8854,0,246.0,POINT Z (-64.6095 19.1961 31),pr2017349002,",pr2017349002,",3.72,md,0.0,pr,10,"86km N of Road Town, British Virgin Islands",0.32,213,",pr,",reviewed,1513374090300,"M 3.7 - 86km N of Road Town, British Virgin Islands",0,earthquake,",geoserve,origin,phase-data,",-240,1513377293191,https://earthquake.usgs.gov/earthquakes/eventpage/pr2017349002
45,,0.0,2000c52u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c52u&format=geojson,1.629,0,61.0,POINT Z (122.3305 0.6 89.11),us2000c52u,",us2000c52u,",4.9,mb,0.0,us,0,"8km NNW of Tilamuta, Indonesia",0.99,369,",us,",reviewed,1513373250900,"M 4.9 - 8km NNW of Tilamuta, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1513376415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c52u
46,,0.0,2000c522,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c522&format=geojson,1.398,0,167.0,POINT Z (-93.4466 15.6716 75.40000000000001),us2000c522,",us2000c522,",4.3,mb,0.0,us,0,"23km W of Pijijiapan, Mexico",1.13,284,",us,",reviewed,1513370537520,"M 4.3 - 23km W of Pijijiapan, Mexico",0,earthquake,",geoserve,origin,phase-data,",-360,1513374954040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c522
47,,0.0,72940581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72940581&format=geojson,0.01935,0,138.0,POINT Z (-122.725502 38.7550011 1.08),nc72940581,",nc72940581,",2.03,md,0.0,nc,19,"4km SE of The Geysers, CA",0.08,63,",nc,",automatic,1513369648290,"M 2.0 - 4km SE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513398619728,https://earthquake.usgs.gov/earthquakes/eventpage/nc72940581
48,,0.0,37830535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37830535&format=geojson,0.07697,0,25.0,POINT Z (-116.8196667 33.7035 16.16),ci37830535,",ci37830535,",2.05,ml,0.0,ci,81,"8km SE of Valle Vista, CA",0.17,65,",ci,",reviewed,1513366516710,"M 2.1 - 8km SE of Valle Vista, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1513368567310,https://earthquake.usgs.gov/earthquakes/eventpage/ci37830535
49,,0.0,61360171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61360171&format=geojson,1.103,0,269.0,POINT Z (-120.5771667 49.461 -1.66),uw61360171,",uw61360171,",2.22,ml,0.0,uw,8,"4km W of Princeton, Canada",0.28,76,",uw,",reviewed,1513361357890,"M 2.2 Explosion - 4km W of Princeton, Canada",0,explosion,",geoserve,origin,phase-data,",-480,1513364416490,https://earthquake.usgs.gov/earthquakes/eventpage/uw61360171
50,,0.0,2000c501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c501&format=geojson,0.025,0,23.0,POINT Z (-97.6729 36.15 4.67),us2000c501,",us2000c501,",2.7,mb_lg,0.0,us,0,"20km ENE of Hennessey, Oklahoma",0.36,112,",us,",reviewed,1513361334940,"M 2.7 - 20km ENE of Hennessey, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1513364936040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c501
51,,3.8,2000c4yj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c4yj&format=geojson,1.327,12,98.0,POINT Z (142.022 39.6811 44.84),us2000c4yj,",us2000c4yj,",5.2,mb,0.0,us,0,"7km NE of Miyako, Japan",1.2,421,",us,",reviewed,1513360723310,"M 5.2 - 7km NE of Miyako, Japan",0,earthquake,",dyfi,geoserve,origin,phase-data,",540,1513377538339,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c4yj
52,,0.0,61360156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61360156&format=geojson,0.5207,0,182.0,POINT Z (-121.4908371 47.536499 8.19),uw61360156,",uw61360156,",2.19,md,0.0,uw,10,"20km ENE of Tanner, Washington",0.59,74,",uw,",automatic,1513357591570,"M 2.2 - 20km ENE of Tanner, Washington",0,earthquake,",geoserve,origin,phase-data,",-480,1513357774150,https://earthquake.usgs.gov/earthquakes/eventpage/uw61360156
53,,0.0,17600705,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak17600705&format=geojson,0.0,0,0.0,POINT Z (-149.1546 62.9259 68),ak17600705,",ak17600705,",2.4,ml,0.0,ak,0,"52km SSW of Cantwell, Alaska",0.71,89,",ak,",automatic,1513357525313,"M 2.4 - 52km SSW of Cantwell, Alaska",0,earthquake,",geoserve,origin,",-540,1513358290737,https://earthquake.usgs.gov/earthquakes/eventpage/ak17600705
54,green,7.4,2000c4v8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000c4v8&format=geojson,2.483,546,84.0,POINT Z (108.023 -7.7343 91.86),us2000c4v8,",us2000c4v8,",6.5,mww,5.94,us,0,"0km ESE of Cipatujah, Indonesia",0.94,1054,",us,",reviewed,1513356476930,"M 6.5 - 0km ESE of Cipatujah, Indonesia",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",420,1513429851829,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c4v8
